fid,Organizati,Address,City,State,Postcode,Main Phone,Discipline,Council Di,Community,Borough,Latitude,Longitude,Census Tra,BIN,BBL,NTA
"698",Michael Chekhov Theatre Company,"161 Sixth Avenue, 14th Floor",New York,NY,"10013",(212) 691-6969 x13,Theater,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.725677,-74.003976,"37","1007822",1005050031,SoHo-TriBeCa-Civic Center-Little Italy
"699","Midori Foundation, Inc.","352 Seventh Avenue, Ste. 301",New York,NY,"10001",(212) 767-1300 x18,Music,Manhattan Council District #3,Manhattan Community Board #6,Manhattan,40.748208,-73.992663,"95","1014291",1007790041,Midtown-Midtown South
"700","Midtown Management Group, Inc.","630 Ninth Avenue, Ste. 802",New York,NY,"10036",(212) 245-0710,Theater,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.760038,-73.991449,"121","1024982",1010350001,Clinton
"701","Millennium Film Workshop, Inc.",66 East 4th Street,New York,NY,"10003",(212) 673-0090,Film/Video/Audio,Manhattan Council District #2,Manhattan Community Board #3,Manhattan,40.726634,-73.990497,"38","1082672",1004590019,East Village
"702","Mind to Move, Inc.",129 Columbia Heights,Brooklyn,NY,"11201",(917) 767-6350,Dance,Brooklyn Council District #33,Brooklyn Community Board #2,Brooklyn,40.698605,-73.996177,"301","3001710",3002290006,Brooklyn Heights-Cobble Hill
"703","Mint Theater Company, Inc.",330 West 42nd Street,New York,NY,"10036",(212) 315-9434,Theater,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.757661,-73.990832,"115","1024926",1010320048,Clinton
"704","Momenta Art, Inc.",56 Bogart Street,Brooklyn,NY,"11206",(718) 218-8058,Visual Arts,Brooklyn Council District #34,Brooklyn Community Board #1,Brooklyn,40.705533,-73.933351,"453","3071424",3030930001,Bushwick North
"705","Monica Bill Barnes & Company, Inc.","41 Perry Street, Apt. 2A",New York,NY,"10014",(917) 903-0149,Dance,Manhattan Council District #3,Manhattan Community Board #2,Manhattan,40.735621,-74.002818,"73","1010930",1006130040,West Village
"706","Morballet, Inc.",315 W 105th St,New York,NY,"10025",(203) 313-4300,Dance,Manhattan Council District #6,Manhattan Community Board #7,Manhattan,40.801139,-73.969458,"191","1057232",1018910046,Upper West Side
"707","More Art, Inc.","71 Nassau Street, Apt. 13A",New York,NY,"10038",(212) 260-7607,"Multi-Discipline, Non-Perform",Manhattan Council District #1,Manhattan Community Board #1,Manhattan,40.709639,-74.008325,"1502","1001215",1000797503,Battery Park City-Lower Manhattan
"708","Morphoses, Ltd.",800 Fifth Avenue #18B,New York,NY,"10065",(212) 813-9818,Dance,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,40.765609,-73.972022,"11401","1078315",1013760001,Upper East Side-Carnegie Hill
"709","Movement Research, Inc.",150 First Avenue,New York,NY,"10009",(212) 598-0551 x2,Dance,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.728261,-73.984785,"34","1005894",1004370001,East Village
"710","Moving For Life, Inc.","55 Ave C, South Storefront",New York,NY,"10009",(212) 222-1351,Dance,Manhattan Council District #2,Manhattan Community Board #3,Manhattan,40.722395,-73.9801,"2601","1004645",1003870037,Lower East Side
"711",Moving Mountains Inc.,"195 Plymouth Street, Suite",Brooklyn,NY,"11201",(347) 866-8279,Theater,Brooklyn Council District #33,Brooklyn Community Board #2,Brooklyn,40.703729,-73.985501,"21","3343214",3000200029,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
"712",Muller Works Foundation,"131 West 24th Street, 4th Floor",New York,NY,"10011",(212) 691-3803,Dance,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.744011,-73.993349,"91","1014979",1008000022,Hudson Yards-Chelsea-Flatiron-Union Square
"713","Multicultural Music Group, Inc.",601 Walton Avenue,Bronx,NY,"10451",(718) 884-5495,Music,Bronx Council District #17,Bronx Community Board #1,Bronx,40.820221,-73.927849,"63","2001136",2023530048,West Concourse
"714",Municipal Art Society of New York,488 Madison Avenue,New York,NY,"10022",(212) 935-3960 x232,Architecture/Design,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,40.758888,-73.974855,"102","1035470",1012870014,Midtown-Midtown South
"715",Museum at Eldridge Street,12 Eldridge Street,New York,NY,"10002",(212) 219-0888 x203,Museum,Manhattan Council District #1,Manhattan Community Board #3,Manhattan,40.714733,-73.993713,"16","1003778",1002930003,Chinatown
"716","Museum of African American Cinema, Inc.","163 West 125th Street, Suite 903",New York,NY,"10027",(212) 749-5298,Museum,Manhattan Council District #9,Manhattan Community Board #10,Manhattan,40.808644,-73.947524,"222","1081602",1019100001,Central Harlem South
"717",Museum of American Finance,48 Wall Street,New York,NY,"10005",(212) 908-4110,Museum,Manhattan Council District #1,Manhattan Community Board #1,Manhattan,40.706331,-74.009396,"7","1001005",1000400014,Battery Park City-Lower Manhattan
"718",Museum of Biblical Art,1865 Broadway,New York,NY,"10023",(212) 408-1236,Museum,Manhattan Council District #6,Manhattan Community Board #7,Manhattan,40.769995,-73.982137,"145","1090158",1011140009,Lincoln Square
"719",Museum of Chinese in the Americas,"70 Mulberry Street, 2nd Floor",New York,NY,"10013",(212) 619-4785 x108,Museum,Manhattan Council District #1,Manhattan Community Board #3,Manhattan,40.716092,-73.999203,"29","1066494",1002000001,Chinatown
"720",Museum of Comic and Cartoon Art,"594 Broadway, Ste. 401",New York,NY,"10012",(212) 254-3511,Museum,Manhattan Council District #1,Manhattan Community Board #2,Manhattan,40.72496,-73.997157,"43","1007944",1005110012,SoHo-TriBeCa-Civic Center-Little Italy
"721",Museum of Food and Drink,232 East 11th Street,New York,NY,"10003",(212) 228-5482,Museum,Manhattan Council District #2,Manhattan Community Board #3,Manhattan,40.730817,-73.987433,"40","1006817",1004660025,East Village
"722",Museum of Jewish Heritage – A Living Memorial to the Holocaust,36 Battery Place,New York,NY,"10280",(646) 437-4200,Museum,Manhattan Council District #1,Manhattan Community Board #1,Manhattan,40.705806,-74.018001,"31704","1084594",1000160010,Battery Park City-Lower Manhattan
"723",Museum of Modern Art,11 West 53rd Street,New York,NY,"10019",(212) 708-9773,Museum,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,40.761002,-73.977201,"104","1081128",1012690020,Midtown-Midtown South
"724",Museum of Music & Entertainment in New York City,"550 Grand Street, H3A",New York,NY,"10002",(646) 342-7740,Music,Manhattan Council District #1,Manhattan Community Board #3,Manhattan,40.714117,-73.980402,"12","1076784",1003310120,Lower East Side
"725",Museum of the City of New York,1220 Fifth Avenue,New York,NY,"10029",(212) 534-1672,Museum,Manhattan Council District #8,Manhattan Community Board #11,Manhattan,40.792438,-73.952448,"168","1074157",1016090001,East Harlem South
"726","Music Before 1800, Inc.",529 West 121 Street,New York,NY,"10027",(212) 666-0675,Music,Manhattan Council District #9,Manhattan Community Board #1,Manhattan,40.810853,-73.960711,"203","1059650",1019760009,Morningside Heights
"727","Music Outreach/Learning Through Music, Inc.",677 West End Avenue,New York,NY,"10025",(212) 316-2000,Music,Manhattan Council District #6,Manhattan Community Board #7,Manhattan,40.793189,-73.97473,"179","1034124",1012520020,Upper West Side
"728","Music at the Anthology, Inc.",260 West Broadway,New York,NY,"10013",(212) 563-5124,Music,Brooklyn Council District #33,Brooklyn Community Board #2,Brooklyn,40.708935,-73.959386,"525",,,North Side-South Side
"729",Music from China,"170 Park Row, Apt. 12D",New York,NY,"10038",(212) 941-8733,Music,Manhattan Council District #1,Manhattan Community Board #2,Manhattan,40.713144,-74.000198,"29","1077439",1001610001,Chinatown
"730",Music in the Center,"2350 Broadway, Ste. 203",New York,NY,"10024",(917) 459-6527,Music,Bronx Council District #15,Bronx Community Board #6,Manhattan,40.788007,-73.976747,"171","1033133",1012330016,Upper West Side
"731","Music-Theatre Group, Inc.",20 Jay Street,Brooklyn,NY,"11201",(718) 797-1145,"Multi-Discipline, Performing",Manhattan Council District #3,Manhattan Community Board #5,Manhattan,40.718068,-74.010191,"39","1001553",1001430021,SoHo-TriBeCa-Civic Center-Little Italy
"732","Musica De Camara, Inc.",1215 Fifth Avenue,New York,NY,"10029",(212) 410-5612,Music,Manhattan Council District #8,Manhattan Community Board #11,Manhattan,40.79181,-73.9529,"168","1051491",1016080001,East Harlem South
"733",Musica Viva Inc.,1157 Lexington Ave,New York,NY,"10075",(212) 794-3646,Music,Manhattan Council District #5,Manhattan Community Board #8,Manhattan,40.775377,-73.95858,"140","1047486",1015080053,Upper East Side-Carnegie Hill
"734",Musical Theatre Factory,440 Lafayette Street,New York,NY,"10003",(212) 477-5769,Theater,Manhattan Council District #2,Manhattan Community Board #2,Manhattan,40.729327,-73.991907,"57","1088676",1005450026,West Village
"735",Musicals Tonight! Inc.,"150 West 79th Street, Ste. 9A",New York,NY,"10024",(212) 362-5620,Theater,Manhattan Council District #6,Manhattan Community Board #7,Manhattan,40.782551,-73.97693,"165","1030264",1011500055,Upper West Side
"736","Musicians For Harmony, Inc.","345 East 93rd Street, Ste. 12B",New York,NY,"10128",(212) 996-8010,Music,Manhattan Council District #4,Manhattan Community Board #8,Manhattan,40.781501,-73.946545,"154","1050288",1015560023,Yorkville
"737",Muslim American Leadership Alliance,79 Madison Ave,New York,NY,"10016",(312) 451-8066,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #2,Manhattan Community Board #2,Manhattan,40.744096,-73.985619,"74","1016900",1008580022,Midtown-Midtown South
"738","NURTUREart Non-Profit, Inc.",56 Bogart Street,Brooklyn,NY,"11206",(718) 782-7755,Visual Arts,Brooklyn Council District #34,Brooklyn Community Board #1,Brooklyn,40.705533,-73.933351,"453","3071424",3030930001,Bushwick North
"739","NY Artists Unlimited, Inc.","212 West 14th Street, Ste. 2A",New York,NY,"10011",(212) 242-6036,Theater,Manhattan Council District #3,Manhattan Community Board #2,Manhattan,40.738827,-74.000357,"77","1011107",1006180026,West Village
"740",NY JAZZ Initiative,149 W. 46th Street,New York,NY,"10036",(646) 395-9581,Music,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,40.757981,-73.983627,"125","1022664",1009990011,Midtown-Midtown South
"741","NY de Volunteer, Inc.",209 E. 2nd St.,New York,NY,"10009",(212) 932-7208,"Multi-Discipline, Non-Perform",Manhattan Council District #7,Manhattan Community Board #9,Manhattan,40.721811,-73.982968,"2202","1004570",1003847504,Lower East Side
"742",NYC Kids Project,311 West 24th Street,New York,NY,"10011",(646) 766-3456,"Multi-Discipline, Performing",Manhattan Council District #2,Manhattan Community Board #1,Manhattan,40.746043,-73.998333,"93","1083596",1007480001,Hudson Yards-Chelsea-Flatiron-Union Square
"743",NYC KidsFest,"61 Lenox Avenue, Apt. 5A",New York,NY,"10026",(646) 229-1900,"Multi-Discipline, Performing",Manhattan Council District #9,Brooklyn Community Board #10,Manhattan,40.800241,-73.950998,"216","1055014",1018237502,Central Harlem South
"744",NYC SALT,214 West 29th Street,New York,NY,"10001",(917) 992-6756,Photography,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.748148,-73.993623,"95","1014267",1007780048,Midtown-Midtown South
"745","Nai-Ni Chen Dance Company, Inc.","1133 Broadway, Suite 706",New York,NY,"10010",(800) 650-0246,Dance,Manhattan Council District #7,Manhattan Community Board #9,Manhattan,40.743523,-73.989073,"58","1015625",1008270049,Hudson Yards-Chelsea-Flatiron-Union Square
"746","Naked Angels, Ltd.",151 Bank St,New York,NY,"10014",(212) 343-7394,Theater,Manhattan Council District #3,Manhattan Community Board #2,Manhattan,40.736112,-74.009053,"79","1012047",1006390001,West Village
"747",Nascenta Ltd,119 W 57th St,New York,NY,"10019",(631) 377-9057,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #4,Manhattan Community Board #5,Manhattan,40.764655,-73.977972,"137","1023725",1010100021,Midtown-Midtown South
"748",National Academy of Design,1083 Fifth Avenue,New York,NY,"10128",(212) 369-4880 x208,Museum,Manhattan Council District #4,Manhattan Community Board #8,Manhattan,40.78377,-73.958781,"15002","1046966",1015010004,Upper East Side-Carnegie Hill
"749","National Alliance for Musical Theatre, Inc.","520 Eighth Avenue, Ste. 301",New York,NY,"10018",(212) 714-6668 x11,Theater,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,40.753612,-73.992417,"109","1083624",1007860001,Midtown-Midtown South
"750",National Arts Club,15 Gramercy Park South,New York,NY,"10003",(212) 475-3424,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #2,Manhattan Community Board #6,Manhattan,40.737783,-73.986483,"50","1090418",1008750070,Gramercy
"751",National Asian American Theater Festival,"520 8th Avenue, Ste. 308",New York,NY,"10018",(212) 224-0447,Theater,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,40.753612,-73.992417,"109","1083624",1007860001,Midtown-Midtown South
"752","National Asian American Theatre Co., Inc.","520 Eighth Avenue, Ste. 308",New York,NY,"10018",(212) 244-0447,Theater,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,40.753612,-73.992417,"109","1083624",1007860001,Midtown-Midtown South
"753","National Asian Artists Project, Inc.",10 West 66th Street 23C,New York,NY,"10023",(646) 543-6227,Theater,Manhattan Council District #6,Manhattan Community Board #7,Manhattan,40.772659,-73.979323,"149","1028163",1011180022,Lincoln Square
"754","National Association of Women Artists, Inc.","80 Fifth Avenue, Suite 1405",New York,NY,"10011",(212) 675-1616,Visual Arts,Manhattan Council District #3,Manhattan Community Board #2,Manhattan,40.735807,-73.993772,"63","1009717",1005770039,West Village
"755",National Black Programming Consortium,68 East 131 Street,New York,NY,"10037",(212) 234-8200,Film/Video/Audio,Manhattan Council District #9,Manhattan Community Board #11,Manhattan,40.809226,-73.937184,"206","1054287",1017550041,Central Harlem North-Polo Grounds
"756","National Black Theatre Workshop, Inc.",2031-33 Fifth Avenue,New York,NY,"10035",(212) 234-2468,Theater,Manhattan Council District #9,Manhattan Community Board #11,Manhattan,40.806783,-73.941984,"198","1054026",1017500001,East Harlem North
"757",National Choral Council,"1650 Broadway, Ste. 301",New York,NY,"10019",(212) 333-5333,Music,Manhattan Council District #6,Manhattan Community Board #7,Manhattan,40.761964,-73.983684,"131","1024811",1010220035,Midtown-Midtown South
"758",National Council of Jewish Women New York Section,820 Second Avenue,New York,NY,"10017",(212) 799-7205 x18,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #6,Manhattan Community Board #7,Manhattan,40.750971,-73.971361,"88","1038673",1013367502,Turtle Bay-East Midtown
"759","National Dance Institute, Inc.",217 West 147th Street,New York,NY,"10039",(212) 226-0083 x216,Dance,Manhattan Council District #7,Manhattan Community Board #2,Manhattan,40.823283,-73.938931,"234","1060526",1020337501,Central Harlem North-Polo Grounds
"760","National Guild for Community Arts Education, Inc.","520 Eighth Avenue, Suite 302",New York,NY,"10018",(212) 268-3337 x15,"Multi-Discipline, Non-Perform",Manhattan Council District #3,Manhattan Community Board #5,Manhattan,40.753612,-73.992417,"109","1083624",1007860001,Midtown-Midtown South
"761",National Museum of Catholic Art and History,443 East 115th Street,New York,NY,"10029",(212) 828-5209,Museum,Manhattan Council District #8,Manhattan Community Board #11,Manhattan,40.794897,-73.934887,"178","1081441",1017090031,East Harlem North
"762",National Museum of Mathematics,134 W. 26th St.,New York,NY,"10001",(212) 542-0566,Museum,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.745266,-73.99254,"91","1015025",1008010061,Hudson Yards-Chelsea-Flatiron-Union Square
"763","National Music Theater Network, Inc.","250 West 49th Street, Suite 601",New York,NY,"10019",(212) 664-0979 x13,Theater,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.761193,-73.985478,"125","1024785",1010200059,Midtown-Midtown South
"764",National September 11 Memorial and Museum at the World Trade Center,200 Liberty Street,New York,NY,"10281",(646) 480-3733,Museum,Manhattan Council District #1,Manhattan Community Board #1,Manhattan,40.711425,-74.015442,"31704","1000057",1000160120,Battery Park City-Lower Manhattan
"765","National Theater Workshop of the Handicapped, Inc.",535 Greenwich Street,New York,NY,"10013",(212) 206-7789,Theater,Manhattan Council District #3,Manhattan Community Board #2,Manhattan,40.726917,-74.00893,"37","1010366",1005970038,SoHo-TriBeCa-Civic Center-Little Italy
